"","regex_count","uid","method"
"5128","1","pubmed-36238565","full_text"
"5129","2","wos:000876231600001","full_text"
"5130","19","embase-615986441","full_text"
"5131","1","embase-618306092","full_text"
"5132","1","embase-71214873","full_text"
"5133","2","embase-620202984","full_text"
"5134","8","embase-70891315","full_text"
"5135","1","pubmed-36275418","full_text"
"5136","4","embase-70109812","full_text"
"5137","11","wos:000862106400001","full_text"
"5138","15","embase-70220658","full_text"
"5139","1","embase-71277386","full_text"
"5140","24","embase-71528106","full_text"
"5141","17","embase-71811689","full_text"
"5142","9","pubmed-36057040","full_text"
"5143","1","embase-617499111","full_text"
"5144","1","pubmed-33459708","full_text"
"5145","1","wos:000837180300001","full_text"
"5146","1","pubmed-19702655","full_text"
"5147","13","embase-627698613","full_text"
"5148","19","pubmed-36172600","full_text"
"5149","2","embase-631726302","full_text"
"5150","1","pubmed-34278477","full_text"
"5151","10","pubmed-36229597","full_text"
"5152","1","pubmed-36151233","full_text"
"5153","2","embase-71996229","full_text"
"5154","3","embase-72090496","full_text"
"5155","4","wos:000249998400011","full_text"
"5156","46","embase-613896153","full_text"
"5157","40","wos:000874207300001","full_text"
"5158","1","embase-70468371","full_text"
"5159","1","wos:000843195300001","full_text"
"5160","1","embase-627697935","full_text"
"5161","1","embase-71277178","full_text"
"5162","1","embase-24331299","full_text"
"5163","1","wos:000877766200009","full_text"
"5164","29","pubmed-36304124","full_text"
"5165","6","pubmed-36144191","full_text"
"5166","5","embase-625880293","full_text"
"5167","3","embase-613092414","full_text"
"5168","1","pubmed-36291328","full_text"
"5169","12","embase-618861543","full_text"
"5170","1","wos:000884019200001","full_text"
"5171","1","embase-617506075","full_text"
"5172","29","embase-71278384","full_text"
"5173","2","pubmed-31209782","full_text"
"5174","2","scopus-2-s2.0-85137977578","full_text"
"5175","6","scopus-2-s2.0-85137168767","full_text"
"5176","16","wos:000864539500002","full_text"
"5177","1","scopus-2-s2.0-85138261673","full_text"
"5178","1","scopus-2-s2.0-85142218510","full_text"
"5179","1","pubmed-29739836","full_text"
"5180","25","embase-631198849","full_text"
"5181","1","pubmed-36080336","full_text"
"5182","2","embase-70279015","full_text"
"5183","38","embase-70326220","full_text"
"5184","2","pubmed-36091045","full_text"
"5185","1","wos:000834451200001","full_text"
"5186","4","embase-618368843","full_text"
"5187","1","scopus-2-s2.0-85139213969","full_text"
"5188","1","pubmed-28386117","full_text"
"5189","9","pubmed-36418293","full_text"
"5190","8","embase-624319752","full_text"
"5191","1","pubmed-36279100","full_text"
"5192","5","scopus-2-s2.0-85138206433","full_text"
"5193","1","scopus-2-s2.0-85140233138","full_text"
"5194","1","pubmed-36149767","full_text"
"5195","3","pubmed-34497121","full_text"
"5196","7","pubmed-36092715","full_text"
"5197","3","pubmed-35968386","full_text"
"5198","1","scopus-2-s2.0-85139002512","full_text"
"5199","7","pubmed-36056435","full_text"
"5200","17","embase-71811812","full_text"
"5201","1","pubmed-36012331","full_text"
"5202","1","embase-71077028","full_text"
"5203","28","embase-631799238","full_text"
"5204","1","wos:000845865000001","full_text"
"5205","1","pubmed-36015135","full_text"
"5206","4","pubmed-36131327","full_text"
"5207","38","embase-631799155","full_text"
"5208","14","embase-629098228","full_text"
"5209","3","embase-613092420","full_text"
"5210","2","pubmed-36081893","full_text"
"5211","1","pubmed-35739408","full_text"
"5212","1","pubmed-36398842","full_text"
"5213","46","embase-613896884","full_text"
"5214","2","scopus-2-s2.0-85138128885","full_text"
"5215","1","pubmed-27893738","full_text"
"5216","11","embase-70807693","full_text"
"5217","1","wos:000861254700001","full_text"
"5218","2","wos:000873439900001","full_text"
"5219","23","wos:000882647300001","full_text"
"5220","7","embase-612273640","full_text"
"5221","1","pubmed-35992913","full_text"
"5222","2","scopus-2-s2.0-85138460799","full_text"
"5223","72","embase-617437346","full_text"
"5224","1","pubmed-36148311","full_text"
"5225","1","embase-70806390","full_text"
"5226","25","embase-631199005","full_text"
"5227","6","scopus-2-s2.0-85141722220","full_text"
"5228","1","pubmed-36059072","full_text"
"5229","22","pubmed-36429074","full_text"
"5230","7","pubmed-36139395","full_text"
"5231","9","scopus-2-s2.0-85137827752","full_text"
"5232","38","wos:000821005600003","full_text"
"5233","12","pubmed-36385765","full_text"
"5234","8","embase-70659090","full_text"
"5235","1","pubmed-35974377","full_text"
"5236","1","scopus-2-s2.0-85141421347","full_text"
"5237","1","embase-72149958","full_text"
"5238","1","pubmed-35983379","full_text"
"5239","5","pubmed-36344699","full_text"
"5240","56","embase-70597688","full_text"
"5241","1","pubmed-34048694","full_text"
"5242","40","embase-72133202","full_text"
"5243","23","pubmed-36438008","full_text"
"5244","1","wos:000865764400002","full_text"
"5245","2","scopus-2-s2.0-85137977578","full_text"
"5246","6","scopus-2-s2.0-85137168767","full_text"
"5247","1","embase-2002390364","full_text"
"5248","1","embase-2002390356","full_text"
"5249","1","embase-2001482571","full_text"
"5250","1","embase-2002733034","full_text"
"5251","1","embase-71201352","full_text"
"5252","3","embase-70270593","full_text"
"5253","1","embase-2002733094","full_text"
"5254","1","embase-614675124","full_text"
"5255","4","wos:000086642100005","full_text"
"5256","1","pubmed-17116337","full_text"
"5257","2","embase-27468082","full_text"
"5258","2","embase-noaccession-64689","full_text"
"5259","18","wos:000401677000008","full_text"
"5260","2","pubmed-20138088","full_text"
"5261","15","wos:000173728800010","full_text"
"5262","1","wos:000302050300015","full_text"
"5263","14","embase-2001446191","full_text"
"5264","1","wos:000230880200001","full_text"
"5265","3","pubmed-29136946","full_text"
"5266","3","wos:a1995ru50400016","full_text"
"5267","11","wos:000249145600019","full_text"
"5268","1","wos:000184559400008","full_text"
"5269","1","wos:000238242400023","full_text"
"5270","15","wos:000271170700034","full_text"
"5271","1","wos:000176911000016","full_text"
"5272","1","wos:a1997xc76000007","full_text"
"5273","1","wos:000085450700005","full_text"
"5274","5","wos:000233953600013","full_text"
"5275","2","wos:000177750300017","full_text"
"5276","1","wos:000256991600021","full_text"
"5277","5","pubmed-15686968","full_text"
"5278","12","wos:000283701000015","full_text"
"5279","2","embase-18219466","full_text"
"5280","13","pubmed-30905711","full_text"
"5281","3","pubmed-33626336","full_text"
"5282","1","wos:000180752600008","full_text"
"5283","1","pubmed-23642847","full_text"
"5284","1","wos:000183099000013","full_text"
"5285","1","wos:000075543200003","full_text"
"5286","6","pubmed-27133194","full_text"
"5287","1","wos:000242695600001","full_text"
"5288","2","wos:000173811400003","full_text"
"5289","20","wos:000236988100059","full_text"
"5290","3","pubmed-18955119","full_text"
"5291","1","wos:000258488300009","full_text"
"5292","8","wos:000169912000006","full_text"
"5293","10","wos:000178316200003","full_text"
"5294","1","embase-37048332","full_text"
"5295","1","pubmed-17112517","full_text"
"5296","1","wos:000246092300017","full_text"
"5297","2","wos:000275544500005","full_text"
"5298","6","wos:000274093800014","full_text"
"5299","1","embase-2002390356","full_text"
"5300","29","wos:000182141000011","full_text"
"5301","5","wos:000180866500004","full_text"
"5302","1","pubmed-23123349","full_text"
"5303","1","embase-71201352","full_text"
"5304","4","wos:000394403600024","full_text"
"5305","1","pubmed-27495014","full_text"
"5306","2","embase-2003862620","full_text"
"5307","45","wos:000394076100032","full_text"
"5308","10","wos:000233790500014","full_text"
"5309","1","pubmed-30668354","full_text"
"5310","37","wos:000359026400014","full_text"
"5311","1","wos:000080323400008","full_text"
"5312","4","wos:a1995rw79300021","full_text"
"5313","1","wos:000321941800007","full_text"
"5314","4","wos:000075127600006","full_text"
"5315","1","pubmed-23295908","full_text"
"5316","3","wos:000228253700006","full_text"
"5317","2","wos:000220173800011","full_text"
"5318","5","wos:000351318900010","full_text"
"5319","10","embase-28331518","full_text"
"5320","2","wos:000085862800010","full_text"
"5321","18","wos:000276759700018","full_text"
"5322","1","pubmed-15904984","full_text"
"5323","2","pubmed-27233828","full_text"
"5324","3","embase-22034293","full_text"
"5325","2","wos:a1992jv50700030","full_text"
"5326","2","embase-18130460","full_text"
"5327","68","wos:000254666300012","full_text"
"5328","1","pubmed-23123627","full_text"
"5329","20","pubmed-31277944","full_text"
"5330","29","wos:000327283200008","full_text"
"5331","1","embase-2001309585","full_text"
"5332","2","wos:000257393100023","full_text"
"5333","1","pubmed-21276834","full_text"
"5334","12","pubmed-17442458","full_text"
"5335","17","wos:000260617400007","full_text"
"5336","16","wos:000579725500006","full_text"
"5337","1","wos:000360008800003","full_text"
"5338","1","pubmed-23351962","full_text"
"5339","1","wos:a1993kg42600005","full_text"
"5340","12","wos:000394736100004","full_text"
"5341","1","wos:000228822700006","full_text"
"5342","2","wos:a1997wl74900021","full_text"
"5343","3","pubmed-26948858","full_text"
"5344","13","pubmed-20178835","full_text"
"5345","1","pubmed-23195115","full_text"
"5346","1","wos:000401676200008","full_text"
"5347","1","embase-32146301","full_text"
"5348","1","wos:000184904200049","full_text"
"5349","1","wos:000180923900003","full_text"
"5350","9","wos:000269766000009","full_text"
"5351","1","pubmed-19004508","full_text"
"5352","2","embase-2001445788","full_text"
"5353","1","pubmed-26876740","full_text"
"5354","36","wos:000224930900005","full_text"
"5355","1","wos:000271252200003","full_text"
"5356","2","wos:000183347400005","full_text"
"5357","1","pubmed-23276661","full_text"
"5358","2","wos:000177223800003","full_text"
"5359","17","pubmed-26610388","full_text"
"5360","1","wos:000178916100034","full_text"
"5361","1","embase-2002733034","full_text"
"5362","11","wos:000234281800005","full_text"
"5363","4","pubmed-23537659","full_text"
"5364","38","pubmed-30605739","full_text"
"5365","24","wos:000360251800015","full_text"
"5366","1","embase-38625615","full_text"
"5367","1","wos:000390725000005","full_text"
"5368","1","embase-22034294","full_text"
"5369","1","pubmed-23146634","full_text"
"5370","2","wos:000071218100018","full_text"
"5371","1","wos:000172991200014","full_text"
"5372","1","wos:000167031500011","full_text"
"5373","1","wos:000225906400010","full_text"
"5374","1","wos:000250661500016","full_text"
"5375","3","wos:000185327000008","full_text"
"5376","2","wos:000177417800007","full_text"
"5377","30","pubmed-28987281","full_text"
"5378","2","wos:000227820500005","full_text"
"5379","1","embase-2002733094","full_text"
"5380","20","pubmed-23403101","full_text"
"5381","1","embase-40341587","full_text"
"5382","1","pubmed-33662267","full_text"
"5383","6","embase-70495786","full_text"
"5384","2","wos:000264509100004","full_text"
"5385","2","pubmed-16274726","full_text"
"5386","14","wos:000087916600003","full_text"
"5387","1","wos:000077846400001","full_text"
"5388","1","pubmed-29080453","full_text"
"5389","1","wos:000172052700008","full_text"
"5390","31","wos:000328655700010","full_text"
"5391","4","wos:000180087300018","full_text"
"5392","2","pubmed-22401905","full_text"
"5393","22","wos:000276429000010","full_text"
"5394","3","wos:000086526100014","full_text"
"5395","1","pubmed-30096288","full_text"
"5396","11","pubmed-29174617","full_text"
"5397","1","wos:000166206100001","full_text"
"5398","12","wos:000371908400010","full_text"
"5399","3","embase-32144942","full_text"
"5400","3","wos:000342479000013","full_text"
"5401","2","pubmed-27210751","full_text"
"5402","7","wos:000364676800009","full_text"
"5403","5","wos:000224596700001","full_text"
"5404","14","wos:a1994pm46300023","full_text"
"5405","14","wos:000224809000002","full_text"
"5406","10","pubmed-9710516","full_text"
"5407","1","wos:000311073100002","full_text"
"5408","1","wos:000230357400013","full_text"
"5409","2","wos:000247437200008","full_text"
"5410","1","wos:000241172600015","full_text"
"5411","1","pubmed-35472607","full_text"
"5412","1","wos:000077650200021","full_text"
"5413","23","wos:000187359300006","full_text"
"5414","1","embase-2001482571","full_text"
"5415","1","wos:000243303400030","full_text"
"5416","8","pubmed-30664975","full_text"
"5417","1","wos:000405068100013","full_text"
"5418","15","wos:000353787300011","full_text"
"5419","1","embase-2002731063","full_text"
"5420","1","wos:000188834000015","full_text"
"5421","21","wos:000245559700012","full_text"
"5422","25","pubmed-28986104","full_text"
"5423","1","wos:000268429400024","full_text"
"5424","1","embase-614675124","full_text"
"5425","1","wos:000228611600010","full_text"
"5426","20","wos:000282162400024","full_text"
"5427","1","embase-2001283521","full_text"
"5428","19","wos:000306637700012","full_text"
"5429","1","wos:000302435400015","full_text"
"5430","1","wos:000340311700005","full_text"
"5431","39","wos:000220173800003","full_text"
"5432","1","wos:000179932200009","full_text"
"5433","1","wos:000272873700016","full_text"
"5434","1","wos:000264918100008","full_text"
"5435","1","wos:000221278000025","full_text"
"5436","16","wos:000321025800016","full_text"
"5437","2","pubmed-23628669","full_text"
"5438","5","pubmed-27059136","full_text"
"5439","29","pubmed-29079430","full_text"
"5440","1","wos:000273167500015","full_text"
"5441","48","wos:000327674600004","full_text"
"5442","15","pubmed-21787838","full_text"
"5443","1","wos:000343633800008","full_text"
"5444","23","pubmed-29883681","full_text"
"5445","11","pubmed-24548486","full_text"
"5446","2","wos:000342477600013","full_text"
"5447","5","pubmed-29477641","full_text"
"5448","1","wos:000227144000009","full_text"
"5449","16","wos:000303077100006","full_text"
"5450","1","wos:000234355800012","full_text"
"5451","1","wos:000306443800005","full_text"
"5452","11","pubmed-23499804","full_text"
"5453","1","pubmed-18359101","full_text"
"5454","1","wos:000072260600012","full_text"
"5455","7","wos:000235755400008","full_text"
"5456","5","pubmed-26456198","full_text"
"5457","3","wos:000348255400010","full_text"
"5458","2","pubmed-33186609","full_text"
"5459","1","wos:000265673000009","full_text"
"5460","3","wos:000254077200006","full_text"
"5461","2","wos:000346017500016","full_text"
"5462","6","pubmed-19429126","full_text"
"5463","1","pubmed-12801934","full_text"
"5464","1","pubmed-29128320","full_text"
"5465","8","wos:000288042600007","full_text"
"5466","1","wos:000260196900018","full_text"
"5467","2","wos:000239292000026","full_text"
"5468","2","pubmed-17481654","full_text"
"5469","1","embase-2001153358","full_text"
"5470","1","wos:000167283400009","full_text"
"5471","15","wos:000169129200193","full_text"
"5472","1","wos:000243648500010","full_text"
"5473","1","pubmed-35718229","full_text"
"5474","1","wos:000071077300006","full_text"
"5475","4","embase-350185858","full_text"
"5476","1","wos:000224332500006","full_text"
"5477","7","pubmed-27422408","full_text"
"5478","1","wos:000179523500003","full_text"
"5479","2","wos:000331140500002","full_text"
"5480","20","wos:000222093400016","full_text"
"5481","1","wos:000223092500016","full_text"
"5482","4","pubmed-19056357","full_text"
"5483","24","pubmed-32387717","full_text"
"5484","16","wos:000224089300028","full_text"
"5485","14","pubmed-28472625","full_text"
"5486","1","pubmed-21699958","full_text"
"5487","2","wos:a1994pa46700004","full_text"
"5488","7","pubmed-35337951","full_text"
"5489","4","wos:000265340600010","full_text"
"5490","1","wos:000306379800038","full_text"
"5491","1","pubmed-26461355","full_text"
"5492","1","pubmed-19146938","full_text"
"5493","3","pubmed-34929632","full_text"
"5494","2","pubmed-16923386","full_text"
"5495","6","wos:000407663200007","full_text"
"5496","15","wos:000402352600018","full_text"
"5497","1","wos:a1997xq12000002","full_text"
"5498","24","pubmed-26025659","full_text"
"5499","4","wos:000284723400008","full_text"
"5500","1","wos:000233120600012","full_text"
"5501","3","wos:000088316900012","full_text"
"5502","2","pubmed-32142656","full_text"
"5503","12","wos:000088692300003","full_text"
"5504","7","pubmed-27640349","full_text"
"5505","5","pubmed-23582316","full_text"
"5506","2","pubmed-30597232","full_text"
"5507","3","embase-70270593","full_text"
"5508","2","wos:000247096000003","full_text"
"5509","1","wos:000309307100002","full_text"
"5510","1","pubmed-30392874","full_text"
"5511","5","wos:000406820600056","full_text"
"5512","3","wos:000181133500002","full_text"
"5513","2","wos:000328805100010","full_text"
"5514","1","wos:000180428900007","full_text"
"5515","6","wos:000187861500013","full_text"
"5516","33","wos:000328723100027","full_text"
"5517","2","embase-21301322","full_text"
"5518","8","wos:000080358600012","full_text"
"5519","8","wos:000178384900012","full_text"
"5520","8","wos:000231570500009","full_text"
"5521","1","wos:000343852100035","full_text"
"5522","13","pubmed-27567078","full_text"
"5523","1","wos:000072455900002","full_text"
"5524","1","wos:000274565500019","full_text"
"5525","3","pubmed-11991763","full_text"
"5526","1","wos:000255065800011","full_text"
"5527","11","wos:a1996vv75700011","full_text"
"5528","39","pubmed-19463756","full_text"
"5529","1","wos:000235123600008","full_text"
"5530","13","pubmed-30685474","full_text"
"5531","5","wos:000233815900036","full_text"
"5532","1","wos:000167069500009","full_text"
"5533","2","wos:000188548400011","full_text"
"5534","1","pubmed-24176881","full_text"
"5535","1","wos:000187359300005","full_text"
"5536","10","pubmed-35306144","full_text"
"5537","5","wos:000260154600024","full_text"
"5538","1","embase-38317346","full_text"
"5539","13","wos:000401678300026","full_text"
"5540","26","wos:000166728900003","full_text"
"5541","1","wos:000170754800001","full_text"
"5542","17","wos:000392775300014","full_text"
"5543","1","wos:000251869400016","full_text"
"5544","3","pubmed-23149068","full_text"
"5545","1","wos:a1997ww30600019","full_text"
"5546","1","pubmed-12061869","full_text"
"5547","1","embase-70102112","full_text"
"5548","1","wos:000244796800002","full_text"
"5549","4","pubmed-21396982","full_text"
"5550","1","wos:000275349200032","full_text"
"5551","1","wos:000230537600002","full_text"
"5552","1","wos:000231187200009","full_text"
"5553","2","pubmed-26946254","full_text"
"5554","1","pubmed-31505240","full_text"
"5555","5","wos:000343419800008","full_text"
"5556","9","wos:000286697400017","full_text"
"5557","16","pubmed-16885157","full_text"
"5558","1","wos:000278983200005","full_text"
"5559","1","wos:000451751600007","full_text"
"5560","2","wos:000230362200003","full_text"
"5561","1","wos:000222069700004","full_text"
"5562","2","wos:000078499800002","full_text"
"5563","1","wos:000282120200009","full_text"
"5564","2","wos:000330083400005","full_text"
"5565","1","wos:000086292300011","full_text"
"5566","1","embase-70409521","full_text"
"5567","6","embase-2003862632","full_text"
"5568","4","pubmed-32173530","full_text"
"5569","2","pubmed-26892259","full_text"
"5570","5","wos:000260154600024","full_text"
"5571","14","wos:000303182100015","full_text"
"5572","5","wos:000265768800019","full_text"
"5573","2","wos:000089250800012","full_text"
"5574","2","wos:000231373500029","full_text"
"5575","1","wos:000240886400001","full_text"
"5576","2","pubmed-33188852","full_text"
"5577","10","wos:000364607700020","full_text"
"5578","1","wos:000246003400021","full_text"
"5579","4","wos:000254070900014","full_text"
"5580","4","pubmed-29654761","full_text"
"5581","15","wos:000300274800007","full_text"
"5582","7","wos:000279726700017","full_text"
"5583","1","embase-2002390364","full_text"
"5584","5","pubmed-29378298","full_text"
"5585","3","embase-52535598","full_text"
"5586","1","wos:000403985100010","full_text"
"5587","1","wos:000271148600018","full_text"
"5588","15","wos:000168081800018","full_text"
"5589","5","pubmed-29030286","full_text"
"5590","35","wos:000263405900018","full_text"
"5591","2","embase-23103768","full_text"
"5592","1","wos:000180864800020","full_text"
"5593","1","wos:000224659600008","full_text"
"5594","2","wos:000259510700026","full_text"
"5595","14","wos:000340699000002","full_text"
"5596","1","wos:000236976800017","full_text"
"5597","16","pubmed-31348997","full_text"
"5598","1","pubmed-22705309","full_text"
"5599","1","wos:000412256600001","full_text"
"5600","7","wos:000247854400003","full_text"
"5601","1","pubmed-30412728","full_text"
"5602","1","wos:000285318500036","full_text"
"5603","1","pubmed-23557695","full_text"
"5604","1","wos:a1997yj14600010","full_text"
"5605","1","embase-2014981262","full_text"
"5606","8","wos:000089222800022","full_text"
"5607","9","wos:000232038700006","full_text"
"5608","1","wos:000305859300053","full_text"
"5609","6","wos:000078718100005","full_text"
"5610","5","wos:000178455900028","full_text"
"5611","2","pubmed-23994427","full_text"
"5612","25","wos:000350933700003","full_text"
"5613","3","wos:000266902400004","full_text"
"5614","2","wos:000166164100011","full_text"
"5615","1","pubmed-30412728","full_text"
"5616","17","pubmed-35839923","full_text"
"5617","6","wos:000300200000028","full_text"
"5618","1","wos:000077725500012","full_text"
"5619","15","scopus-2-s2.0-85123251301","full_text"
"5620","1","wos:000352252700026","full_text"
"5621","2","wos:000238632300017","full_text"
"5622","2","pubmed-27765516","full_text"
"5623","36","pubmed-27552480","full_text"
"5624","3","wos:a1996tu20900007","full_text"
"5625","1","wos:000328655700018","full_text"
"5626","16","wos:000224089300028","full_text"
"5627","6","wos:000274093800014","full_text"
"5628","5","pubmed-30902575","full_text"
"5629","2","pubmed-21884730","full_text"
"5630","2","wos:000392779800006","full_text"
"5631","1","wos:000325834100024","full_text"
"5632","26","wos:000298171800047","full_text"
"5633","1","embase-612835742","full_text"
"5634","1","pubmed-22938820","full_text"
"5635","6","wos:000595212600002","full_text"
"5636","2","wos:000242100500025","full_text"
"5637","1","wos:000188120000016","full_text"
"5638","23","pubmed-34530383","full_text"
"5639","2","pubmed-34534742","full_text"
"5640","1","pubmed-34606775","full_text"
"5641","1","pubmed-14975704","full_text"
"5642","45","scopus-2-s2.0-85129425799","full_text"
"5643","18","wos:000404709500022","full_text"
"5644","1","wos:000842158500001","full_text"
"5645","31","pubmed-27108544","full_text"
"5646","1","wos:000233096700002","full_text"
"5647","1","pubmed-24373245","full_text"
"5648","1","pubmed-23685322","full_text"
"5649","11","pubmed-33958140","full_text"
"5650","2","wos:000264509100004","full_text"
"5651","1","pubmed-23557695","full_text"
"5652","1","wos:000302439900020","full_text"
"5653","17","pubmed-26610388","full_text"
"5654","7","pubmed-31103943","full_text"
"5655","4","wos:000248144900011","full_text"
"5656","1","wos:000249239600037","full_text"
"5657","23","pubmed-29920356","full_text"
"5658","11","wos:000251961200026","full_text"
"5659","1","wos:000570076200010","full_text"
"5660","4","scopus-2-s2.0-85128194869","full_text"
"5661","1","embase-2001283521","full_text"
"5662","1","wos:000257936100003","full_text"
"5663","14","pubmed-32474176","full_text"
"5664","22","pubmed-32818535","full_text"
"5665","1","wos:000223092500016","full_text"
"5666","1","embase-619510484","full_text"
"5667","12","wos:000251496400011","full_text"
"5668","1","pubmed-30394318","full_text"
"5669","1","wos:000252938400027","full_text"
"5670","1","pubmed-23026373","full_text"
"5671","7","pubmed-35569721","full_text"
"5672","4","pubmed-25286118","full_text"
"5673","9","pubmed-29079294","full_text"
"5674","2","pubmed-35354048","full_text"
"5675","15","wos:000226508400003","full_text"
"5676","2","wos:000340853600013","full_text"
"5677","1","pubmed-21640982","full_text"
"5678","4","wos:000393977700005","full_text"
"5679","9","wos:000354783300027","full_text"
"5680","2","wos:000243698200016","full_text"
"5681","2","wos:000237912700007","full_text"
"5682","3","pubmed-30503351","full_text"
"5683","1","pubmed-28804008","full_text"
"5684","10","pubmed-35858575","full_text"
"5685","1","wos:000410665800006","full_text"
"5686","13","wos:000354662800003","full_text"
"5687","1","wos:000182496100011","full_text"
"5688","19","pubmed-29705602","full_text"
"5689","1","wos:000279490600005","full_text"
"5690","2","wos:000253256500001","full_text"
"5691","10","wos:000233739100030","full_text"
"5692","69","pubmed-29510187","full_text"
"5693","1","pubmed-35472607","full_text"
"5694","1","wos:000247475300030","full_text"
"5695","51","pubmed-35948162","full_text"
"5696","4","wos:000181424300004","full_text"
"5697","24","pubmed-34453977","full_text"
"5698","1","wos:000395600000013","full_text"
"5699","2","pubmed-35385769","full_text"
"5700","15","pubmed-31926216","full_text"
"5701","50","wos:000335443900003","full_text"
"5702","3","pubmed-34333070","full_text"
"5703","1","wos:000264918100008","full_text"
"5704","4","wos:000328094100032","full_text"
"5705","30","scopus-2-s2.0-85122981640","full_text"
"5706","4","pubmed-32173530","full_text"
"5707","2","wos:000582395500038","full_text"
"5708","11","wos:000330083400006","full_text"
"5709","4","wos:000182932200095","full_text"
"5710","1","pubmed-23022919","full_text"
"5711","23","wos:000338195100017","full_text"
"5712","2","pubmed-35390543","full_text"
"5713","7","pubmed-27422408","full_text"
"5714","17","pubmed-26827641","full_text"
"5715","28","pubmed-34973962","full_text"
"5716","2","pubmed-31991177","full_text"
"5717","1","pubmed-15207261","full_text"
"5718","1","wos:000245785000024","full_text"
"5719","9","wos:000330083400008","full_text"
"5720","65","embase-38481646","full_text"
"5721","1","wos:000320997300002","full_text"
"5722","2","pubmed-31015047","full_text"
"5723","8","wos:000231570500009","full_text"
"5724","2","wos:000234818800008","full_text"
"5725","44","pubmed-32278495","full_text"
"5726","5","wos:000351318900010","full_text"
"5727","20","wos:000282162400024","full_text"
"5728","20","pubmed-34953962","full_text"
"5729","1","pubmed-18771817","full_text"
"5730","2","wos:000624570700007","full_text"
"5731","2","pubmed-34607180","full_text"
"5732","41","pubmed-27103531","full_text"
"5733","1","pubmed-23276661","full_text"
"5734","1","wos:000290742400015","full_text"
"5735","1","wos:000405068100013","full_text"
"5736","2","pubmed-33334712","full_text"
"5737","19","wos:000328805100002","full_text"
"5738","1","wos:000303197100018","full_text"
"5739","42","pubmed-34274327","full_text"
"5740","13","pubmed-23295391","full_text"
"5741","4","pubmed-19932469","full_text"
"5742","15","wos:000353787300011","full_text"
"5743","13","pubmed-25261783","full_text"
"5744","7","wos:000223253000018","full_text"
"5745","2","scopus-2-s2.0-85131363320","full_text"
"5746","2","pubmed-29753049","full_text"
"5747","2","wos:000233314400001","full_text"
"5748","8","pubmed-33186630","full_text"
"5749","30","wos:000543381400012","full_text"
"5750","2","wos:a1994nc81300009","full_text"
"5751","5","pubmed-35276288","full_text"
"5752","29","pubmed-27233830","full_text"
"5753","2","scopus-2-s2.0-85126650013","full_text"
"5754","15","wos:000256149300013","full_text"
"5755","13","pubmed-27567078","full_text"
"5756","1","wos:000224332500006","full_text"
"5757","1","pubmed-24035915","full_text"
"5758","1","pubmed-31401302","full_text"
"5759","1","wos:000403030800002","full_text"
"5760","1","pubmed-31887353","full_text"
"5761","3","pubmed-32348793","full_text"
"5762","16","wos:000188548400006","full_text"
"5763","2","wos:000275544500005","full_text"
"5764","2","wos:000167741900003","full_text"
"5765","1","wos:000250043400006","full_text"
"5766","53","pubmed-33242524","full_text"
"5767","9","pubmed-22964138","full_text"
"5768","4","pubmed-25446989","full_text"
"5769","1","wos:000255814500006","full_text"
"5770","37","wos:000406987300035","full_text"
"5771","1","pubmed-29803148","full_text"
"5772","15","embase-362490237","full_text"
"5773","2","pubmed-29221948","full_text"
"5774","23","wos:000360869700022","full_text"
"5775","2","wos:000075872000009","full_text"
"5776","1","pubmed-32081533","full_text"
"5777","3","wos:000249157900021","full_text"
"5778","1","wos:000245994000006","full_text"
"5779","1","wos:000301157000009","full_text"
"5780","1","pubmed-31039414","full_text"
"5781","33","pubmed-22592020","full_text"
"5782","1","wos:000342058700005","full_text"
"5783","2","wos:000347753700016","full_text"
"5784","1","wos:000230537600002","full_text"
"5785","2","wos:000604138100044","full_text"
"5786","3","wos:000281827600009","full_text"
"5787","1","wos:000284016300009","full_text"
"5788","2","wos:000170112600019","full_text"
"5789","14","pubmed-34090936","full_text"
"5790","1","pubmed-26358659","full_text"
"5791","3","wos:000343531500053","full_text"
"5792","1","pubmed-31730791","full_text"
"5793","1","pubmed-26463138","full_text"
"5794","4","wos:000243621800003","full_text"
"5795","2","embase-23103768","full_text"
"5796","1","wos:000590322200011","full_text"
"5797","3","wos:000089601300019","full_text"
"5798","17","embase-52063721","full_text"
"5799","2","pubmed-31394203","full_text"
"5800","1","embase-51378333","full_text"
"5801","12","wos:000283701000015","full_text"
"5802","33","wos:000347408600015","full_text"
"5803","4","wos:000220943100011","full_text"
"5804","32","pubmed-31376499","full_text"
"5805","5","pubmed-35764035","full_text"
"5806","1","wos:000228611600010","full_text"
"5807","3","pubmed-34838642","full_text"
"5808","7","pubmed-33932558","full_text"
"5809","15","wos:000274877200009","full_text"
"5810","13","wos:000289957000008","full_text"
"5811","1","scopus-2-s2.0-85126783925","full_text"
"5812","1","wos:000339735100016","full_text"
"5813","16","embase-2001150526","full_text"
"5814","2","pubmed-33186609","full_text"
"5815","2","pubmed-30597232","full_text"
"5816","2","embase-25368001","full_text"
"5817","1","wos:000281827600004","full_text"
"5818","1","wos:000403384000008","full_text"
"5819","1","wos:000179231500019","full_text"
"5820","1","pubmed-26876740","full_text"
"5821","3","wos:000608130700016","full_text"
"5822","1","wos:000291960100018","full_text"
"5823","38","pubmed-26949217","full_text"
"5824","1","pubmed-24702859","full_text"
"5825","13","wos:000401678300026","full_text"
